dataset_index,relative_path,class_name,class_index,split
16946,eurosat/2750/PermanentCrop/PermanentCrop_1850.jpg,PermanentCrop,6,train
26600,eurosat/2750/SeaLake/SeaLake_639.jpg,SeaLake,9,train
1674,eurosat/2750/AnnualCrop/AnnualCrop_2505.jpg,AnnualCrop,0,train
13673,eurosat/2750/Industrial/Industrial_704.jpg,Industrial,4,train
805,eurosat/2750/AnnualCrop/AnnualCrop_1723.jpg,AnnualCrop,0,train
1213,eurosat/2750/AnnualCrop/AnnualCrop_2090.jpg,AnnualCrop,0,train
9479,eurosat/2750/Highway/Highway_143.jpg,Highway,3,train
23109,eurosat/2750/River/River_2447.jpg,River,8,train
26379,eurosat/2750/SeaLake/SeaLake_44.jpg,SeaLake,9,train
26179,eurosat/2750/SeaLake/SeaLake_2960.jpg,SeaLake,9,train
5162,eurosat/2750/Forest/Forest_2945.jpg,Forest,1,train
17811,eurosat/2750/PermanentCrop/PermanentCrop_379.jpg,PermanentCrop,6,train
17493,eurosat/2750/PermanentCrop/PermanentCrop_2342.jpg,PermanentCrop,6,train
23757,eurosat/2750/River/River_780.jpg,River,8,train
23745,eurosat/2750/River/River_77.jpg,River,8,train
2271,eurosat/2750/AnnualCrop/AnnualCrop_342.jpg,AnnualCrop,0,train
20005,eurosat/2750/Residential/Residential_2353.jpg,Residential,7,train
21321,eurosat/2750/Residential/Residential_838.jpg,Residential,7,train
9748,eurosat/2750/Highway/Highway_1672.jpg,Highway,3,train
9541,eurosat/2750/Highway/Highway_1486.jpg,Highway,3,train
166,eurosat/2750/AnnualCrop/AnnualCrop_1148.jpg,AnnualCrop,0,train
25735,eurosat/2750/SeaLake/SeaLake_2560.jpg,SeaLake,9,train
14538,eurosat/2750/Pasture/Pasture_1483.jpg,Pasture,5,train
407,eurosat/2750/AnnualCrop/AnnualCrop_1365.jpg,AnnualCrop,0,train
22857,eurosat/2750/River/River_222.jpg,River,8,train
9754,eurosat/2750/Highway/Highway_1678.jpg,Highway,3,train
17692,eurosat/2750/PermanentCrop/PermanentCrop_271.jpg,PermanentCrop,6,train
8408,eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_466.jpg,HerbaceousVegetation,2,train
6536,eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_1481.jpg,HerbaceousVegetation,2,train
10242,eurosat/2750/Highway/Highway_2116.jpg,Highway,3,train
4600,eurosat/2750/Forest/Forest_2439.jpg,Forest,1,train
22390,eurosat/2750/River/River_180.jpg,River,8,train
22559,eurosat/2750/River/River_1952.jpg,River,8,train
11062,eurosat/2750/Highway/Highway_604.jpg,Highway,3,train
5711,eurosat/2750/Forest/Forest_739.jpg,Forest,1,train
632,eurosat/2750/AnnualCrop/AnnualCrop_1568.jpg,AnnualCrop,0,train
18685,eurosat/2750/Residential/Residential_1165.jpg,Residential,7,train
24386,eurosat/2750/SeaLake/SeaLake_1346.jpg,SeaLake,9,train
13397,eurosat/2750/Industrial/Industrial_456.jpg,Industrial,4,train
4183,eurosat/2750/Forest/Forest_2063.jpg,Forest,1,train
20854,eurosat/2750/Residential/Residential_417.jpg,Residential,7,train
2694,eurosat/2750/AnnualCrop/AnnualCrop_723.jpg,AnnualCrop,0,train
14385,eurosat/2750/Pasture/Pasture_1345.jpg,Pasture,5,train
1465,eurosat/2750/AnnualCrop/AnnualCrop_2317.jpg,AnnualCrop,0,train
21771,eurosat/2750/River/River_1242.jpg,River,8,train
8047,eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_2841.jpg,HerbaceousVegetation,2,train
13907,eurosat/2750/Industrial/Industrial_915.jpg,Industrial,4,train
24972,eurosat/2750/SeaLake/SeaLake_1874.jpg,SeaLake,9,train
11139,eurosat/2750/Highway/Highway_674.jpg,Highway,3,train
26002,eurosat/2750/SeaLake/SeaLake_2800.jpg,SeaLake,9,train
11742,eurosat/2750/Industrial/Industrial_1216.jpg,Industrial,4,train
5797,eurosat/2750/Forest/Forest_816.jpg,Forest,1,train
11804,eurosat/2750/Industrial/Industrial_1272.jpg,Industrial,4,train
19574,eurosat/2750/Residential/Residential_1966.jpg,Residential,7,train
20454,eurosat/2750/Residential/Residential_2758.jpg,Residential,7,train
24440,eurosat/2750/SeaLake/SeaLake_1395.jpg,SeaLake,9,train
25743,eurosat/2750/SeaLake/SeaLake_2568.jpg,SeaLake,9,train
2996,eurosat/2750/AnnualCrop/AnnualCrop_996.jpg,AnnualCrop,0,train
10742,eurosat/2750/Highway/Highway_316.jpg,Highway,3,train
15193,eurosat/2750/Pasture/Pasture_272.jpg,Pasture,5,train
13167,eurosat/2750/Industrial/Industrial_25.jpg,Industrial,4,train
7046,eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_1940.jpg,HerbaceousVegetation,2,train
250,eurosat/2750/AnnualCrop/AnnualCrop_1223.jpg,AnnualCrop,0,train
8813,eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_830.jpg,HerbaceousVegetation,2,train
26812,eurosat/2750/SeaLake/SeaLake_83.jpg,SeaLake,9,train
17166,eurosat/2750/PermanentCrop/PermanentCrop_2048.jpg,PermanentCrop,6,train
2908,eurosat/2750/AnnualCrop/AnnualCrop_916.jpg,AnnualCrop,0,train
23608,eurosat/2750/River/River_646.jpg,River,8,train
5869,eurosat/2750/Forest/Forest_881.jpg,Forest,1,train
16001,eurosat/2750/PermanentCrop/PermanentCrop_10.jpg,PermanentCrop,6,train
8986,eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_987.jpg,HerbaceousVegetation,2,train
5958,eurosat/2750/Forest/Forest_961.jpg,Forest,1,train
24936,eurosat/2750/SeaLake/SeaLake_1841.jpg,SeaLake,9,train
7458,eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_2310.jpg,HerbaceousVegetation,2,train
20385,eurosat/2750/Residential/Residential_2696.jpg,Residential,7,train
100,eurosat/2750/AnnualCrop/AnnualCrop_1089.jpg,AnnualCrop,0,train
21199,eurosat/2750/Residential/Residential_728.jpg,Residential,7,train
16892,eurosat/2750/PermanentCrop/PermanentCrop_1801.jpg,PermanentCrop,6,train
10102,eurosat/2750/Highway/Highway_1991.jpg,Highway,3,train
22922,eurosat/2750/River/River_2279.jpg,River,8,train
25413,eurosat/2750/SeaLake/SeaLake_2270.jpg,SeaLake,9,train
4825,eurosat/2750/Forest/Forest_2641.jpg,Forest,1,train
6672,eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_1603.jpg,HerbaceousVegetation,2,train
22963,eurosat/2750/River/River_2315.jpg,River,8,train
24956,eurosat/2750/SeaLake/SeaLake_186.jpg,SeaLake,9,train
9351,eurosat/2750/Highway/Highway_1314.jpg,Highway,3,train
16203,eurosat/2750/PermanentCrop/PermanentCrop_1181.jpg,PermanentCrop,6,train
5000,eurosat/2750/Forest/Forest_28.jpg,Forest,1,train
289,eurosat/2750/AnnualCrop/AnnualCrop_1259.jpg,AnnualCrop,0,train
2626,eurosat/2750/AnnualCrop/AnnualCrop_662.jpg,AnnualCrop,0,train
7558,eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_2400.jpg,HerbaceousVegetation,2,train
23041,eurosat/2750/River/River_2386.jpg,River,8,train
18096,eurosat/2750/PermanentCrop/PermanentCrop_635.jpg,PermanentCrop,6,train
9643,eurosat/2750/Highway/Highway_1578.jpg,Highway,3,train
5411,eurosat/2750/Forest/Forest_469.jpg,Forest,1,train
24713,eurosat/2750/SeaLake/SeaLake_1640.jpg,SeaLake,9,train
1701,eurosat/2750/AnnualCrop/AnnualCrop_253.jpg,AnnualCrop,0,train
11096,eurosat/2750/Highway/Highway_635.jpg,Highway,3,train
12236,eurosat/2750/Industrial/Industrial_1661.jpg,Industrial,4,train
25441,eurosat/2750/SeaLake/SeaLake_2296.jpg,SeaLake,9,train
2636,eurosat/2750/AnnualCrop/AnnualCrop_671.jpg,AnnualCrop,0,train
2044,eurosat/2750/AnnualCrop/AnnualCrop_2839.jpg,AnnualCrop,0,train
8010,eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_2808.jpg,HerbaceousVegetation,2,train
7142,eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_2026.jpg,HerbaceousVegetation,2,train
3629,eurosat/2750/Forest/Forest_1565.jpg,Forest,1,train
14339,eurosat/2750/Pasture/Pasture_1303.jpg,Pasture,5,train
1032,eurosat/2750/AnnualCrop/AnnualCrop_1928.jpg,AnnualCrop,0,train
8238,eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_312.jpg,HerbaceousVegetation,2,train
18591,eurosat/2750/Residential/Residential_1080.jpg,Residential,7,train
14638,eurosat/2750/Pasture/Pasture_1573.jpg,Pasture,5,train
21423,eurosat/2750/Residential/Residential_93.jpg,Residential,7,train
21288,eurosat/2750/Residential/Residential_808.jpg,Residential,7,train
11635,eurosat/2750/Industrial/Industrial_112.jpg,Industrial,4,train
4322,eurosat/2750/Forest/Forest_2189.jpg,Forest,1,train
24760,eurosat/2750/SeaLake/SeaLake_1683.jpg,SeaLake,9,train
9286,eurosat/2750/Highway/Highway_1256.jpg,Highway,3,train
18420,eurosat/2750/PermanentCrop/PermanentCrop_927.jpg,PermanentCrop,6,train
1872,eurosat/2750/AnnualCrop/AnnualCrop_2684.jpg,AnnualCrop,0,train
20252,eurosat/2750/Residential/Residential_2576.jpg,Residential,7,train
3931,eurosat/2750/Forest/Forest_1837.jpg,Forest,1,train
6629,eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_1565.jpg,HerbaceousVegetation,2,train
14508,eurosat/2750/Pasture/Pasture_1456.jpg,Pasture,5,train
610,eurosat/2750/AnnualCrop/AnnualCrop_1548.jpg,AnnualCrop,0,train
5950,eurosat/2750/Forest/Forest_954.jpg,Forest,1,train
6657,eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_1590.jpg,HerbaceousVegetation,2,train
1703,eurosat/2750/AnnualCrop/AnnualCrop_2531.jpg,AnnualCrop,0,train
9765,eurosat/2750/Highway/Highway_1688.jpg,Highway,3,train
26485,eurosat/2750/SeaLake/SeaLake_535.jpg,SeaLake,9,train
20620,eurosat/2750/Residential/Residential_2907.jpg,Residential,7,train
19830,eurosat/2750/Residential/Residential_2196.jpg,Residential,7,train
17430,eurosat/2750/PermanentCrop/PermanentCrop_2286.jpg,PermanentCrop,6,train
10650,eurosat/2750/Highway/Highway_2484.jpg,Highway,3,train
6022,eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_1018.jpg,HerbaceousVegetation,2,train
8124,eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_2910.jpg,HerbaceousVegetation,2,train
18698,eurosat/2750/Residential/Residential_1177.jpg,Residential,7,train
13897,eurosat/2750/Industrial/Industrial_906.jpg,Industrial,4,train
7742,eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_2567.jpg,HerbaceousVegetation,2,train
2287,eurosat/2750/AnnualCrop/AnnualCrop_357.jpg,AnnualCrop,0,train
1223,eurosat/2750/AnnualCrop/AnnualCrop_21.jpg,AnnualCrop,0,train
3145,eurosat/2750/Forest/Forest_1129.jpg,Forest,1,train
10723,eurosat/2750/Highway/Highway_3.jpg,Highway,3,train
15024,eurosat/2750/Pasture/Pasture_1920.jpg,Pasture,5,train
17911,eurosat/2750/PermanentCrop/PermanentCrop_469.jpg,PermanentCrop,6,train
14731,eurosat/2750/Pasture/Pasture_1657.jpg,Pasture,5,train
12142,eurosat/2750/Industrial/Industrial_1577.jpg,Industrial,4,train
26129,eurosat/2750/SeaLake/SeaLake_2915.jpg,SeaLake,9,train
12207,eurosat/2750/Industrial/Industrial_1635.jpg,Industrial,4,train
1533,eurosat/2750/AnnualCrop/AnnualCrop_2379.jpg,AnnualCrop,0,train
25273,eurosat/2750/SeaLake/SeaLake_2144.jpg,SeaLake,9,train
81,eurosat/2750/AnnualCrop/AnnualCrop_1071.jpg,AnnualCrop,0,train
3408,eurosat/2750/Forest/Forest_1366.jpg,Forest,1,train
24978,eurosat/2750/SeaLake/SeaLake_188.jpg,SeaLake,9,train
8103,eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_2892.jpg,HerbaceousVegetation,2,train
7414,eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_2271.jpg,HerbaceousVegetation,2,train
21286,eurosat/2750/Residential/Residential_806.jpg,Residential,7,train
9404,eurosat/2750/Highway/Highway_1362.jpg,Highway,3,train
8456,eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_509.jpg,HerbaceousVegetation,2,train
26477,eurosat/2750/SeaLake/SeaLake_528.jpg,SeaLake,9,train
26060,eurosat/2750/SeaLake/SeaLake_2853.jpg,SeaLake,9,train
21207,eurosat/2750/Residential/Residential_735.jpg,Residential,7,train
24465,eurosat/2750/SeaLake/SeaLake_1417.jpg,SeaLake,9,train
19813,eurosat/2750/Residential/Residential_2180.jpg,Residential,7,train
6248,eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_1221.jpg,HerbaceousVegetation,2,train
14171,eurosat/2750/Pasture/Pasture_1152.jpg,Pasture,5,train
2781,eurosat/2750/AnnualCrop/AnnualCrop_801.jpg,AnnualCrop,0,train
25425,eurosat/2750/SeaLake/SeaLake_2281.jpg,SeaLake,9,train
14076,eurosat/2750/Pasture/Pasture_1067.jpg,Pasture,5,train
1133,eurosat/2750/AnnualCrop/AnnualCrop_2018.jpg,AnnualCrop,0,train
13852,eurosat/2750/Industrial/Industrial_866.jpg,Industrial,4,train
19789,eurosat/2750/Residential/Residential_2159.jpg,Residential,7,train
11444,eurosat/2750/Highway/Highway_949.jpg,Highway,3,train
8547,eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_591.jpg,HerbaceousVegetation,2,train
13708,eurosat/2750/Industrial/Industrial_736.jpg,Industrial,4,train
20592,eurosat/2750/Residential/Residential_2882.jpg,Residential,7,train
23287,eurosat/2750/River/River_357.jpg,River,8,train
10059,eurosat/2750/Highway/Highway_1952.jpg,Highway,3,train
26380,eurosat/2750/SeaLake/SeaLake_440.jpg,SeaLake,9,train
1143,eurosat/2750/AnnualCrop/AnnualCrop_2027.jpg,AnnualCrop,0,train
9258,eurosat/2750/Highway/Highway_1230.jpg,Highway,3,train
12940,eurosat/2750/Industrial/Industrial_2295.jpg,Industrial,4,train
7718,eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_2545.jpg,HerbaceousVegetation,2,train
17451,eurosat/2750/PermanentCrop/PermanentCrop_2304.jpg,PermanentCrop,6,train
9110,eurosat/2750/Highway/Highway_1098.jpg,Highway,3,train
26536,eurosat/2750/SeaLake/SeaLake_581.jpg,SeaLake,9,train
18776,eurosat/2750/Residential/Residential_1247.jpg,Residential,7,train
16183,eurosat/2750/PermanentCrop/PermanentCrop_1163.jpg,PermanentCrop,6,train
20779,eurosat/2750/Residential/Residential_35.jpg,Residential,7,train
12906,eurosat/2750/Industrial/Industrial_2264.jpg,Industrial,4,train
1864,eurosat/2750/AnnualCrop/AnnualCrop_2677.jpg,AnnualCrop,0,train
25597,eurosat/2750/SeaLake/SeaLake_2436.jpg,SeaLake,9,train
11430,eurosat/2750/Highway/Highway_936.jpg,Highway,3,train
10882,eurosat/2750/Highway/Highway_442.jpg,Highway,3,train
18830,eurosat/2750/Residential/Residential_1296.jpg,Residential,7,train
8070,eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_2862.jpg,HerbaceousVegetation,2,train
15503,eurosat/2750/Pasture/Pasture_551.jpg,Pasture,5,train
3202,eurosat/2750/Forest/Forest_1180.jpg,Forest,1,train
18846,eurosat/2750/Residential/Residential_131.jpg,Residential,7,train
14424,eurosat/2750/Pasture/Pasture_1380.jpg,Pasture,5,train
23840,eurosat/2750/River/River_855.jpg,River,8,train
25955,eurosat/2750/SeaLake/SeaLake_2759.jpg,SeaLake,9,train
12589,eurosat/2750/Industrial/Industrial_198.jpg,Industrial,4,train
14867,eurosat/2750/Pasture/Pasture_178.jpg,Pasture,5,train
10755,eurosat/2750/Highway/Highway_328.jpg,Highway,3,train
24508,eurosat/2750/SeaLake/SeaLake_1456.jpg,SeaLake,9,train
9462,eurosat/2750/Highway/Highway_1414.jpg,Highway,3,train
8656,eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_69.jpg,HerbaceousVegetation,2,train
20873,eurosat/2750/Residential/Residential_434.jpg,Residential,7,train
18311,eurosat/2750/PermanentCrop/PermanentCrop_829.jpg,PermanentCrop,6,train
8848,eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_862.jpg,HerbaceousVegetation,2,train
3709,eurosat/2750/Forest/Forest_1637.jpg,Forest,1,train
24474,eurosat/2750/SeaLake/SeaLake_1425.jpg,SeaLake,9,train
14574,eurosat/2750/Pasture/Pasture_1515.jpg,Pasture,5,train
10705,eurosat/2750/Highway/Highway_283.jpg,Highway,3,train
12662,eurosat/2750/Industrial/Industrial_2044.jpg,Industrial,4,train
10547,eurosat/2750/Highway/Highway_2391.jpg,Highway,3,train
17001,eurosat/2750/PermanentCrop/PermanentCrop_190.jpg,PermanentCrop,6,train
13412,eurosat/2750/Industrial/Industrial_47.jpg,Industrial,4,train
20972,eurosat/2750/Residential/Residential_523.jpg,Residential,7,train
24202,eurosat/2750/SeaLake/SeaLake_1180.jpg,SeaLake,9,train
7166,eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_2048.jpg,HerbaceousVegetation,2,train
10222,eurosat/2750/Highway/Highway_2099.jpg,Highway,3,train
962,eurosat/2750/AnnualCrop/AnnualCrop_1865.jpg,AnnualCrop,0,train
6047,eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_1040.jpg,HerbaceousVegetation,2,train
23290,eurosat/2750/River/River_36.jpg,River,8,train
21550,eurosat/2750/River/River_1043.jpg,River,8,train
22209,eurosat/2750/River/River_1637.jpg,River,8,train
15661,eurosat/2750/Pasture/Pasture_694.jpg,Pasture,5,train
20935,eurosat/2750/Residential/Residential_490.jpg,Residential,7,train
10753,eurosat/2750/Highway/Highway_326.jpg,Highway,3,train
845,eurosat/2750/AnnualCrop/AnnualCrop_176.jpg,AnnualCrop,0,train
6226,eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_1201.jpg,HerbaceousVegetation,2,train
23295,eurosat/2750/River/River_364.jpg,River,8,train
21781,eurosat/2750/River/River_1251.jpg,River,8,train
16558,eurosat/2750/PermanentCrop/PermanentCrop_1500.jpg,PermanentCrop,6,train
11205,eurosat/2750/Highway/Highway_733.jpg,Highway,3,train
18101,eurosat/2750/PermanentCrop/PermanentCrop_64.jpg,PermanentCrop,6,train
21542,eurosat/2750/River/River_1036.jpg,River,8,train
3174,eurosat/2750/Forest/Forest_1155.jpg,Forest,1,train
19572,eurosat/2750/Residential/Residential_1964.jpg,Residential,7,train
3917,eurosat/2750/Forest/Forest_1824.jpg,Forest,1,train
25899,eurosat/2750/SeaLake/SeaLake_2708.jpg,SeaLake,9,train
13752,eurosat/2750/Industrial/Industrial_776.jpg,Industrial,4,train
1640,eurosat/2750/AnnualCrop/AnnualCrop_2475.jpg,AnnualCrop,0,train
9162,eurosat/2750/Highway/Highway_1144.jpg,Highway,3,train
5129,eurosat/2750/Forest/Forest_2915.jpg,Forest,1,train
17078,eurosat/2750/PermanentCrop/PermanentCrop_197.jpg,PermanentCrop,6,train
10670,eurosat/2750/Highway/Highway_251.jpg,Highway,3,train
14971,eurosat/2750/Pasture/Pasture_1873.jpg,Pasture,5,train
22955,eurosat/2750/River/River_2308.jpg,River,8,train
8548,eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_592.jpg,HerbaceousVegetation,2,train
12303,eurosat/2750/Industrial/Industrial_1721.jpg,Industrial,4,train
21868,eurosat/2750/River/River_133.jpg,River,8,train
11691,eurosat/2750/Industrial/Industrial_1170.jpg,Industrial,4,train
22269,eurosat/2750/River/River_1691.jpg,River,8,train
19000,eurosat/2750/Residential/Residential_1449.jpg,Residential,7,train
9103,eurosat/2750/Highway/Highway_1091.jpg,Highway,3,train
25539,eurosat/2750/SeaLake/SeaLake_2384.jpg,SeaLake,9,train
19013,eurosat/2750/Residential/Residential_1460.jpg,Residential,7,train
2378,eurosat/2750/AnnualCrop/AnnualCrop_439.jpg,AnnualCrop,0,train
17563,eurosat/2750/PermanentCrop/PermanentCrop_2405.jpg,PermanentCrop,6,train
7628,eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_2464.jpg,HerbaceousVegetation,2,train
20311,eurosat/2750/Residential/Residential_2629.jpg,Residential,7,train
23685,eurosat/2750/River/River_715.jpg,River,8,train
16534,eurosat/2750/PermanentCrop/PermanentCrop_148.jpg,PermanentCrop,6,train
4117,eurosat/2750/Forest/Forest_2003.jpg,Forest,1,train
11938,eurosat/2750/Industrial/Industrial_1393.jpg,Industrial,4,train
2225,eurosat/2750/AnnualCrop/AnnualCrop_3000.jpg,AnnualCrop,0,train
8281,eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_351.jpg,HerbaceousVegetation,2,train
4368,eurosat/2750/Forest/Forest_223.jpg,Forest,1,train
6416,eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_1373.jpg,HerbaceousVegetation,2,train
22415,eurosat/2750/River/River_1822.jpg,River,8,train
23942,eurosat/2750/River/River_947.jpg,River,8,train
22855,eurosat/2750/River/River_2218.jpg,River,8,train
11176,eurosat/2750/Highway/Highway_707.jpg,Highway,3,train
26119,eurosat/2750/SeaLake/SeaLake_2906.jpg,SeaLake,9,train
18492,eurosat/2750/PermanentCrop/PermanentCrop_992.jpg,PermanentCrop,6,train
11237,eurosat/2750/Highway/Highway_762.jpg,Highway,3,train
14482,eurosat/2750/Pasture/Pasture_1432.jpg,Pasture,5,train
3811,eurosat/2750/Forest/Forest_1729.jpg,Forest,1,train
23971,eurosat/2750/River/River_973.jpg,River,8,train
2086,eurosat/2750/AnnualCrop/AnnualCrop_2877.jpg,AnnualCrop,0,train
8451,eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_504.jpg,HerbaceousVegetation,2,train
2959,eurosat/2750/AnnualCrop/AnnualCrop_962.jpg,AnnualCrop,0,train
4441,eurosat/2750/Forest/Forest_2296.jpg,Forest,1,train
2132,eurosat/2750/AnnualCrop/AnnualCrop_2918.jpg,AnnualCrop,0,train
